# Faces of a regular dodecahedron
 -0.5773503  0.5773503  0.5773503
  0.0        0.3567822  0.9341724
  0.0       -0.3567822  0.9341724 
 -0.5773503 -0.5773503  0.5773503
 -0.9341724  0.0        0.3567822

  0.5773503 -0.5773503  0.5773503
  0.3567822 -0.9341724  0.0
 -0.3567822 -0.9341724  0.0      
 -0.5773503 -0.5773503  0.5773503
  0.0       -0.3567822  0.9341724 

 -0.5773503 -0.5773503  0.5773503
 -0.3567822 -0.9341724  0.0      
 -0.5773503 -0.5773503 -0.5773503
 -0.9341724  0.0       -0.3567822
 -0.9341724  0.0        0.3567822

 -0.9341724  0.0        0.3567822
 -0.9341724  0.0       -0.3567822
 -0.5773503  0.5773503 -0.5773503
 -0.3567822  0.9341724  0.0
 -0.5773503  0.5773503  0.5773503

  0.0        0.3567822  0.9341724 
 -0.5773503  0.5773503  0.5773503
 -0.3567822  0.9341724  0.0
  0.3567822  0.9341724  0.0
  0.5773503  0.5773503  0.5773503

  0.0       -0.3567822  0.9341724
  0.0        0.3567822  0.9341724
  0.5773503  0.5773503  0.5773503
  0.9341724  0.0        0.3567822
  0.5773503 -0.5773503  0.5773503

  0.5773503  0.5773503 -0.5773503
  0.9341724  0.0       -0.3567822
  0.5773503 -0.5773503 -0.5773503
  0.0       -0.3567822 -0.9341724
  0.0        0.3567822 -0.9341724

  0.5773503 -0.5773503 -0.5773503
  0.0       -0.3567822 -0.9341724
 -0.5773503 -0.5773503 -0.5773503
 -0.3567822 -0.9341724  0.0
  0.3567822 -0.9341724  0.0

 -0.5773503  0.5773503 -0.5773503
 -0.9341724  0.0       -0.3567822
 -0.5773503 -0.5773503 -0.5773503
  0.0       -0.3567822 -0.9341724
  0.0        0.3567822 -0.9341724

 -0.5773503  0.5773503 -0.5773503
  0.0        0.3567822 -0.9341724
  0.5773503  0.5773503 -0.5773503
  0.3567822  0.9341724  0.0
 -0.3567822  0.9341724  0.0

 0.5773503  0.5773503  0.5773503
 0.3567822  0.9341724  0.0
 0.5773503  0.5773503 -0.5773503
 0.9341724  0.0       -0.3567822
 0.9341724  0.0        0.3567822

 0.5773503 -0.5773503  0.5773503
 0.9341724  0.0        0.3567822
 0.9341724  0.0       -0.3567822
 0.5773503 -0.5773503 -0.5773503
 0.3567822 -0.9341724  0.0

