# Faces of a regular icosahedron 
 0.00000, 1.00000, 1.61803 
 1.00000, 1.61803, 0.00000 
 -1.00000, 1.61803, 0.00000 

 0.00000, 1.00000, 1.61803 
 -1.00000, 1.61803, 0.00000 
 -1.61803, 0.00000, 1.00000 

 0.00000, 1.00000, 1.61803 
 -1.61803, 0.00000, 1.00000 
 0.00000, -1.00000, 1.61803 

 0.00000, 1.00000, 1.61803 
 0.00000, -1.00000, 1.61803 
 1.61803, 0.00000, 1.00000 

 0.00000, 1.00000, 1.61803 
 1.61803, 0.00000, 1.00000 
 1.00000, 1.61803, 0.00000 

 0.00000, 1.00000, -1.61803 
 1.00000, 1.61803, 0.00000 
 1.61803, 0.00000, -1.00000 

 0.00000, 1.00000, -1.61803 
 1.61803, 0.00000, -1.00000 
 0.00000, -1.00000, -1.61803 

 0.00000, 1.00000, -1.61803 
 0.00000, -1.00000, -1.61803 
 -1.61803, 0.00000, -1.00000 

 0.00000, 1.00000, -1.61803 
 -1.61803, 0.00000, -1.00000 
 -1.00000, 1.61803, 0.00000 

 0.00000, 1.00000, -1.61803 
 -1.00000, 1.61803, 0.00000 
 1.00000, 1.61803, 0.00000 

 -1.00000, -1.61803, 0.00000 
 0.00000, -1.00000, 1.61803 
 -1.61803, 0.00000, 1.00000 

 -1.00000, -1.61803, 0.00000 
 -1.61803, 0.00000, 1.00000 
 -1.61803, 0.00000, -1.00000 

 -1.00000, -1.61803, 0.00000 
 -1.61803, 0.00000, -1.00000 
 0.00000, -1.00000, -1.61803 

 -1.00000, -1.61803, 0.00000 
 0.00000, -1.00000, -1.61803 
 1.00000, -1.61803, 0.00000 

 -1.00000, -1.61803, 0.00000 
 1.00000, -1.61803, 0.00000 
 0.00000, -1.00000, 1.61803 

 -1.00000, 1.61803, 0.00000 
 -1.61803, 0.00000, -1.00000 
 -1.61803, 0.00000, 1.00000 

 1.00000, -1.61803, 0.00000 
 0.00000, -1.00000, -1.61803 
 1.61803, 0.00000, -1.00000 

 1.00000, 1.61803, 0.00000 
 1.61803, 0.00000, 1.00000 
 1.61803, 0.00000, -1.00000 

 1.61803, 0.00000, 1.00000 
 1.00000, -1.61803, 0.00000 
 1.61803, 0.00000, -1.00000 

 1.61803, 0.00000, 1.00000 
 0.00000, -1.00000, 1.61803 
 1.00000, -1.61803, 0.00000 

