# polygonal faces of truncated cube with edge 1.0
# polyhedron edge 0.41421
#
 0.000000  0.292895  0.000000
 0.000000  0.707105  0.000000
 0.000000  1.000000  0.292895
 0.000000  1.000000  0.707105
 0.000000  0.707105  1.000000
 0.000000  0.292895  1.000000
 0.000000  0.000000  0.707105
 0.000000  0.000000  0.292895
 0.000000  0.292895  0.000000
 0.000000  0.707105  0.000000

 1.000000  0.292895  0.000000  
 1.000000  0.707105  0.000000  
 0.707105  1.000000  0.000000  
 0.292895  1.000000  0.000000  
 0.000000  0.707105  0.000000  
 0.000000  0.292895  0.000000  
 0.292895  0.000000  0.000000  
 0.707105  0.000000  0.000000  

 0.292895  0.000000  1.000000 
 0.707105  0.000000  1.000000 
 1.000000  0.000000  0.707105 
 1.000000  0.000000  0.292895 
 0.707105  0.000000  0.000000 
 0.292895  0.000000  0.000000 
 0.000000  0.000000  0.292895 
 0.000000  0.000000  0.707105 

 1.000000  0.292895  0.000000
 1.000000  0.707105  0.000000
 1.000000  1.000000  0.292895
 1.000000  1.000000  0.707105
 1.000000  0.707105  1.000000
 1.000000  0.292895  1.000000
 1.000000  0.000000  0.707105
 1.000000  0.000000  0.292895
 1.000000  0.292895  0.000000
 1.000000  0.707105  0.000000

 1.000000  0.292895  1.000000  
 1.000000  0.707105  1.000000  
 0.707105  1.000000  1.000000  
 0.292895  1.000000  1.000000  
 0.000000  0.707105  1.000000  
 0.000000  0.292895  1.000000  
 0.292895  0.000000  1.000000  
 0.707105  0.000000  1.000000  

 0.292895  1.000000  1.000000 
 0.707105  1.000000  1.000000 
 1.000000  1.000000  0.707105 
 1.000000  1.000000  0.292895 
 0.707105  1.000000  0.000000 
 0.292895  1.000000  0.000000 
 0.000000  1.000000  0.292895 
 0.000000  1.000000  0.707105 

 0.000000  1.000000  0.707105
 0.292895  1.000000  1.000000
 0.000000  0.707105  1.000000

 1.000000  1.000000  0.707105
 0.707105  1.000000  1.000000
 1.000000  0.707105  1.000000

 0.000000  0.000000  0.707105
 0.292895  0.000000  1.000000
 0.000000  0.292895  1.000000

 1.000000  0.000000  0.707105
 0.707105  0.000000  1.000000
 1.000000  0.292895  1.000000

 0.000000  1.000000  0.292895
 0.292895  1.000000  0.000000
 0.000000  0.707105  0.000000

 1.000000  1.000000  0.292895
 0.707105  1.000000  0.000000
 1.000000  0.707105  0.000000

 0.000000  0.000000  0.292895
 0.292895  0.000000  0.000000
 0.000000  0.292895  0.000000

 1.000000  0.000000  0.292895
 0.707105  0.000000  0.000000
 1.000000  0.292895  0.000000

